post_id,,username,date_time,comments_raw,
101581373,9762900,Rick Chew,Mar-02,"this guy full of rubbish,drink driving lah,screw china girl til pregnant lah n dun own up,now... but aiya,end of the day...our judicial system... mediacorp artiste leh.....the rest only $300 wor.....this one also no surprise one lah...end of the day,someone must be the scapegoat n take the blame",
101581373,9762900,Belinda Chan,Mar-02,"If convicted ??? WTH...the picture speaks for itself right? And the rest have already been fined !! What's  in the ""If"" .. And the foreign artistes should be deported too.. set the example .. show that you mean business .. maximum fine and jail .. and all these ""monkeys"" will follow the rules..",
101581373,9762900,Michel Cao Vinh Phuc,Mar-06,"So severe Singapore. Was the decree/rule explicit and well known by the majority of Singaporeans? In France and Germany the limit is 10 people, and probably 10 wearing masks nowadays. But France came up with another idea: The Covid-19 Passport: Those testing negative in the last 72 hours are free to travel, fly and meet. Same for those vaccinated. So if you have these 2 stamps on your passport youâ€™re free... ",
101581373,9762900,Paul Chia,Mar-02,Hope his Black Gold durian and Mee Siam sales can help him to offset his penalty ba...ðŸ˜…,
101581373,9762900,Gal Home Queen,Mar-03,Well done ..this should apply to all whom refuse to adhere the rules. !! Human are stupid with their own EGO,
101581373,9762900,Chris Sim,Mar-02,Worse artistes award still goes to jamie teo and her ex husband who never pays their employees.ðŸ¤£ðŸ˜…,
101581373,9762900,Tan Richard,Mar-02,"As an artist, he should set a good example rather to show off, Hope the judges will give him the jail tearm, if not other will follow suit.",
101581373,9762900,Jacky Oh,Mar-02,"The most got a fine only. He is famous, rich and did many charities. So judge will take this into consideration. Lol",
101581373,9762900,Lynette Lee,Mar-02,Just jail and fine lah! Think they are above the law? Pui! ,
101581373,9762900,Koh Chiew Eng,Mar-02,Why foreign artists such as Jeffrey Xu are not deported?,
101581373,9762900,Grace Sim,Mar-02,"Who birthday is it ? Jeffrey Xu ? Anyway, those who present should be charged too to be fair since they are not accomplice !",
101581373,9762900,Ryan Cai,Mar-02,How come tat Jeffrey Xu not treated the same as the rest of the foreigners in the Lazarus case. Juz kena fine $300 nia. ,
101581373,9762900,Alicia Key,Mar-03,All the 12 visitors should face the same charges. Sometimes the owner cannot stop controls theses people to visit their house... because some people visit house without informing the owner!,
101581373,9762900,Reuben Cheang,Mar-02,Terence Cao and Huang Yuliang could act out their jail experience in future MediaCorp soup opera ,
101581373,9762900,Xiao Lim,Mar-02,"Maybe when this Cov'19 ends, he can star in a movie about ppl being fined/ jailed during cov'19 lockdown when they celebrate their birthday. Sure movie get best male acting award de...",
101581373,9762900,Peter Oei,Mar-02,Media Corp so called artistes gave bad examples.,
101581373,9762900,Patrick Tan Yu Liang,Mar-02,They have ever since moved into F&B Businesses.  Knowing Mediacorp may take actions ,
101581373,9762900,Ah King,Mar-02,"If he is convicted heavier than expected, i tink his mee siam will be selling at $28.80 n durian at $288..",
101581373,9762900,You Han,Mar-02,"Sorry but no sorry, as public trying best to do social distancing, avoiding those sort of celebration, except own household with total of 5 limitation, yet as a public figure portrayed such behavior, you deserve the punishment.  You are putting public at risk with your selfishness.",
101581373,9762900,Huifen Ye,Mar-02,"Never wear a black suit to court room unless u are the judge or lawyer ! Terence Cao æ›¹å›½è¾‰ Silly man war black suit , never do any research or consult any lawyer.  â€œBlack is another color to avoid, however, because it often can seem imposing and authoritative â€“ and when you are the defendant, you want to appear humble and serious, not in charge. â€œ",
101581373,9762900,Koh CP,Mar-03,"In short, wisdom does not grow in tandemn with  age. They are independent.  The younger one may have. On the hand, the older may not have.",
101581373,9762900,Tony Teo,Mar-03,"I wonder if it's most Singaporeans, or just the FB ones, that loves to add fuel to the fire. See people in trouble already, still can suggest heavier punishment like higher fines lah, longer jail term lah, deportation lah... When it's not them in trouble, very shiok to add fuel hor?",
101581373,9762900,Jamie Bond,Mar-02,Hope his Mee Siam earnings is enough to pay for his fine and lawyer's fee!,
101581373,9762900,Allen Sim,Mar-02,"The law is there for a reason understand n follow the rules, life will be that much better n simple. Everyone in sg has to follow it, including you, no excuses. ",
101581373,9762900,Martin Wright,Mar-03,What's the betting he gets no jail time and no/very small fine   Or just barred from representing a show or presenting for a short time,
101581373,9762900,Kamal Bhai,Mar-02,He thought that he's a Korean boyband. Wear coat and shades with escort some more!ðŸ¤£,
101581373,9762900,Simon Lim,Mar-02,"All people, regardless of race, status, religion, language or nationality, have to abide by the covid-19 protocols. SG will not be out of this pandemic with such recalcitrants",
101581373,9762900,Tham Wen Yi Beverly,Mar-02,wear sunglasses for what? already know how you look like,
101581373,9762900,Low Patrick,Mar-02,Just pay the penalty and move on .... everyone make mistakes in life..as long as one can learn from the lesson it is good...,
101581373,9762900,Alvin Gan,Mar-02,No wonder his 100 year old mee siam sell so expensive.  Need to raise up to pay for the fine ðŸ˜‚ðŸ˜‚ðŸ˜‚,
101581373,9762900,Vincent Tan,Mar-02,Any law with punishment of just a fine is only a law for the poor,
101581373,9762900,KC Zhuo,Mar-02,No wonder he is now working so hard to sell mee siam & durian! $$$,
101581373,9762900,Freddy Heng,Mar-02,No wonder sell expensive food and durians now. LOL,
101581373,9762900,Leon Khoh,Mar-02,Is he selling mee siam in prison? $19.80 or 2 packets cigarettes? ðŸ˜‚ ,
101581373,9762900,Vincent Tan,Mar-02,How many Mee Siam does he need to sell to cover the fine?,
101581373,9762900,Top FanShu Lian,Mar-05,"Artiste are public figure and their action influences others. Instead of setting good example, they flouted the offence. All four artistes should have been charged instead on only one stupid Terence Cao. This Terence is one kind of Yayapapaya since his acting day! I simply donâ€™t like him. ",
101581373,9762900,Adam Sng,Mar-02,Thank you PAP for not sentencing him to jail. ðŸ™ðŸ˜Š,
101581373,9762900,Charlene Pink,Mar-02,Canâ€™t the mr Terence obvious the rule if everyone donâ€™t follow the rule it would very hard to : administer if I may cna,
101581373,9762900,Douglas Cheong,Mar-02,Sell more mee siam to pay your court fees and fines...afterthat can let more in...continue your mee sian business,
101581373,9762900,Kenny Chan Wai Kong,Mar-02,Luckily he wasn't chosen for safe distancing ambassador,
101581373,9762900,Benjamin Yeo,Mar-02,Is ok! His mee siam and durian can cover his fine. ,
101581373,9762900,Yani Rahiman,Mar-02,"Ahhh no wonder selling Mee Siam at $18.80 .. but thats like daylight robbery man. You can get Nasi lemak (rice, fish, ikan bilis and egg) for $1.50.",
101581373,9762900,Aaron Lake,Mar-02,Visitations are a bane to him... Just like shanghai...,
101581373,9762900,Reyan Zhang,Mar-02,No wonder mee siam $18,
101581373,9762900,Carrie WM Mok,Mar-03,"As a public figure, you have to act responsibly. This is an flagrant disregard for the safety measures put in place as well as the safety of the general public. I hope that they will learn to think before they act in future. ",
101581373,9762900,Eslynn Lim,Mar-02,Poor thing he not maid or wat.. gathering no need to scare of police or pap or MOM.,
101581373,9762900,Ixac Tan,Mar-03,Was he staying inside a cave for months without contact to outside world that he isn't aware of the laws and dangers?,
101581373,9762900,Kelvin Ong,Mar-02,Remember last year ..construction work permit holders were deported..,
101581373,9762900,David Aw,Mar-03,"The whole thing is such a joke, which is not even funny. The Lazarus Island group got sent back home. The Chinese actor involved in this case  remains. Nothing mentioned about group of 75 in a private Halloween party.",
101581373,9762900,Calvin Ong,Mar-02,"How are u more/less culpable turning up for a party, and choosing staying on..  knowing that there were more than 5 present?   Isnâ€™t harder for the condo to actively track the number of visitors (who came and left, and what time) for all the units? This will result in the condo implementing more stringent measures, affecting everyone else, just because 1 joker canâ€™t stick to the rules...  ",
101581373,9762900,Charleston Drowsystar Lin,Mar-02,No wonder sell expensive Mee Siam. Need to pay for fine,
101581373,9762900,Saravanan Krishnan,Mar-02,Rules becomes a joke . People still breaks it . What so special ? This covid pandemic.  Everyone is enduring. So what if it's a star .,
101581373,9762900,Vincent Ng,Mar-02,His guest got any holding permit or PR that need to be  revoked,
101581373,9762900,Huat Gary,Mar-02,"First time offender, pls be lenient. A fine should suffice w a severe warning.",
101581373,9762900,Chan Cw,Mar-02,He has made contribution to Singapore with his expensive 100yr laksa.  Should be OK?  Loo,
101581373,9762900,Marcus KP Soh,Mar-02,He is selling durians and mee siam to cover the fines....,
101581373,9762900,Xavier Lum,Mar-02,No wonder recently so hard working to sell atas Mee Siam and Durian. ,
101581373,9762900,Chenyang Otaku Tanyeo,Mar-02,I sympathise  this ex NSF cdo but just too bad there r rules to folo in sg,
101581373,9762900,Yogo Mojoo,Mar-03,Fine to him is nothing. He can afford so many escort to go court with him money is not a problem.,
101581373,9762900,Alex Foo,Mar-02,How about the rest?,
101581373,9762900,Jy Teo,Mar-02,Aiyo. No need wear sunglasses. Even he put helmet we all know what he looks like. ,
101581373,9762900,Hoa See Wee,Mar-02,"If happened in China, surely US, Australia, Japan and all their allies will condemned China lack of freedom and democracy.",
101581373,9762900,Lip Theodore,Mar-02,"Not famous enough so wanted to be famous lah. Didnâ€™t get enough publicity from news, so created one that have some impact. Steady lahðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ» now all those who attended, are now famous liao. ",
101581373,9762900,Joe Foo,Mar-02,He should totally act again in channel 8 as a gangster turned criminal lawyer with back stories from Invictus law firm.  10/10 would watch.,
101581373,9762900,Chia Yoke Hwee,Mar-03,"After slapping the law, dress to impress the judgeðŸ™„ðŸ™„ðŸ™„",
101581373,9762900,Michael Lim,Mar-02,"By right,the Security Guard should caution him that he had exceed more than 8 person.",
101581373,9762900,Hanrik Tan,Mar-02,"how about the guest? no $3000 fine for them? govt fine the Lazarus case, why not this?",
101581373,9762900,Liang Ruiheng,Mar-02,Saw alots of my frens photos more than 5 persons..lol..,
101581373,9762900,Top FanGabriel Wong,Mar-02,No wonder his $18.80 mee siam has been selling so well. Must be his close friends and acquaintance supporting his food business so he can cover the fines,
101581373,9762900,Ranger Chua,Mar-02,He forgotten he is being charge for real not in movie dressing as though like lau tah,
101581373,9762900,Sunny Kong,Mar-02,"This guy think he's going to court as a lawyer or some fashion show ah? Arrogant af wear sunglasses, styled hair. Not even repentant. Earn money from mediacock big f, local ""celebs"" are jokes.",
101581373,9762900,Jen Chua,Mar-02,He allowed them In or did he invite ? He organised the party? ,
101581373,9762900,Shashitharen Ambalakan,Mar-02,Going court or wedding?,
101581373,9762900,Phee Choon Beng,Mar-02,Weather so hot still wear suit?,
101581373,9762900,David Caleb,Mar-03,they should be charged for atleast 90 days to be fair to the public for a first offence.the public will than wake up from its idea .,
101581373,9762900,John Han,Mar-02,Artiste means covid wonâ€™t attack meh? Itâ€™s not â€˜working at setâ€™ leh,
101581373,9762900,Dimitry Minnelli,Mar-03,Celebs tua ki. Imagine those fans follow their steps. What is mediacorp and the products sponsors stand? Simply say Regret and move on?,
101581373,9762900,Kin Wong,Mar-02,Wonder his PR will get revoke or not?,
101581373,9762900,Davios Law,Mar-02,But the publicity.. Worth it,
101581373,9762900,Khor Lian Tai Brandon,Mar-02,Wow go to court still wear till so nice? Haha! Just like Hong Kong movie ,
101581373,9762900,L Lian Yeow,Mar-02,Which one is Terence? Black mask? Silver hair ?,
101581373,9762900,Bob Lim,Mar-02,does it warrants a jail sentence? ,
101581373,9762900,TÃ¢m Nguyá»…n,Mar-03,VÃµ Nguyá»…n PhÆ°Æ¡ng Thuá»³ Vy Tang chá»¥p hÃ¬nh lÃ  nta biáº¿t háº¿t Ä‘Ã³ nha,
101581373,9762900,Jason Ko,Mar-02,dress like go funeral lol,
101581373,9762900,Philip Goh,Mar-02,why need to wear a tie and suit? ,
101581373,9762900,Jonathan Lim,Mar-02,"If you noticed, those caught are usually åš£å¼ çˆ±å‡ºé£Žå¤´.   You know you broke the law and yet stupidly broadcast.  ",
101581373,9762900,Teng Shah Ping,Mar-03,Most of them only $300? So cheap? ðŸ¤¬,
101581373,9762900,Joseph Tan,Mar-02,Super TV star testing the patience and limits of the laws.  ðŸ‘ðŸ‘ðŸ‘,
101581373,9762900,Top FanDave Tung,Mar-02,Really â€œHappyâ€ Birthday ðŸ¥³ ,
101581373,9762900,Dawn Teo,Mar-02,Nvm.. the mee Siam can pay for the charges ,
101581373,9762900,Chen Yien Chong,Mar-03,Will he go to resort holiday at Changi?,
101581373,9762900,Richard Sc Chia,Mar-02,Why $300 not $3000 meh,
101581373,9762900,James Tan JS,Mar-02,The only part of a show I liked watching him is the one he hopped on and off the underground tunnel wall and nearly punched Chan Han Wei,
101581373,9762900,çŽ‹çµ¹,Mar-02,"Yes, Terence Cao relevant to me? All shut yr bloody mouth, I asked yr to wear mask all of u didnâ€™t wear maskï¼Ÿ, lockeddown 3 months? Uhell èº«ä¸Šæœ‰ç³žä¸èªªï¼Œæ‰‹æŒ‡æŒ‡ä»–ï¼Ÿ no difference what, all hell",
101581373,9762900,Shandy Chan,Mar-02,Aiyo getting old already what for celebrate birthday..just w your family la..too much moneysðŸ˜…,
101581373,9762900,Wai Cheng Phong,Mar-02,Why no jailed is no respect the law ,
101581373,9762900,Roger Tong,Mar-02,Why invite imported covid19 cases no charge ? ðŸ¤”,
101581373,9762900,Bella Lya,Mar-02,Im his fan...but when i read the breached news i was so piss and always rambling when ah they goin to kena saman!....so glad he and gang got what they deservedðŸ˜…,
101581373,9762900,Jevan Li,Mar-02,I mean on a superficial note he looks good in a suit.,
101581373,9762900,Michael Pnui,Mar-03,"Everyone is equal in front of the law,regardless of who you are. æ³•å¾‹é¢å‰äººäººå¹³ç­‰ï¼",
101581373,9762900,Paul Tan,Mar-02,"Kena sabo by photo...æ²¡é¬¼ä¸æ­»äººã€‚Come on, thereâ€™s a lot more ppl doing that. ",
101581373,9762900,Rayner Tan,Mar-02,Is this çº¢æ˜Ÿå¤§å¥– 2021?,
101581373,9762900,Tham Wen Yi Beverly,Mar-02,"Terence Cao, why must dress like lawyer ah?",
101581373,9762900,Limpeh Kong,Mar-03,Put him to jail. Fines is nothing to him. So he can grab his own mee siam to the prison.. ðŸ¤”,
101581373,9762900,Jason Fhaddle Jason Fhaddle,Mar-03,Now adays alot of artists breaching this covid rules...it like committed crime....poor thing...,
101581373,9762900,Sonia Sonia,Mar-03,His fines will be covered by his $18.80 mee siam biz. ðŸ˜‘,
101581373,9762900,Patricia Saw,Mar-02,Good to pay the huge fines and move on. Must learn from this lesson and be good again ,
101581373,9762900,Douglas Cheong,Mar-02,Bad Singaporean Attitude and Behaviour,
101581373,9762900,Gerald Kiong,Mar-02,Aiya he has been selling artisan mee siam.  Cfm can pay for fine,
101581373,9762900,Kai Xiang,Mar-02,at least his fellow prison mates can try his meesiam recipe ðŸ™Š,
101581373,9762900,Iskandarmas Sofiudin,Mar-02,Wow he's using the best lawyer for gangsters! Dhilion!,
101581373,9762900,Calvin Lum,Mar-02,Discipline need to be cultivated ,
101581373,9762900,PelukisBadai,Mar-03,U have been crazy bcoz covid19... but we still kill this fckin virus without vaccine...but our secret natural med that iluminate never predictedðŸ˜œðŸ˜œðŸ˜œ,
101581373,9762900,Hongsoo Wee,Mar-02,A short detention of two weeks imprisonment and a fine to serve as a deterrence warning to those who flouted the law should suffice in this case,
101581373,9762900,Wode House,Mar-02,Surprise act of stupidity at this age,
101581373,9762900,Faizal Mohammad,Mar-02,If u wan to break the law then do be so stupid to post it on social media. Human CCTV is very deadly ðŸ¤£,
101581373,9762900,Suresh Kumar,Mar-02,Learning hw to do the best mee Siam from 12 different pplz ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,
101581373,9762900,Julia Loong Chiu Yen,Mar-02,Whoâ€™s the one who post the photo on social media? ðŸ¤¦ðŸ»â€â™€ï¸,
101581373,9762900,Cara Van Miriah,Mar-02,curry puff hair ðŸ˜‚ still stuck in the 90s. ,
101581373,9762900,Derence Lye,Mar-02,Stiffer fine and longer jail term.,
101581373,9762900,Henry S. K Koh,Mar-02,"MediaCo_p kalafia paying actor act like big star, big-shot wearing coat!!!.",
101581373,9762900,Sharon KBk,Mar-02,Deeply regret?? Wat a joke,
101581373,9762900,Edwin Yeo Soon Leong,Mar-02,"Imagine if this happened in Malaysia, it will be worse.",
101581373,9762900,Naidu Billy,Mar-02,PR citizenship revoked.. this fellow Sporean.. banish him to Pulau Ubin,
101581373,9762900,Johnny Lim,Mar-02,at least a 2 day jail term,
101581373,9762900,Koh Tea Hawk,Mar-02,Not surprising ðŸ˜’such character,
101581373,9762900,Eugene NT Tan,Mar-03,Why wear so nice to court? U are not going to Grammy's le you are going to be charged... Seriously think he's acting again,
101581373,9762900,Mino Winner,Mar-02,53 years old liao still want to party.,
101581373,9762900,Jag Leo,Mar-02,Who is he ? ,
101581373,9762900,Kah Weng Ding,Mar-03,... Smart is ok but don't act smart ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£... Play with the law...,
101581373,9762900,Eugene Giam,Mar-02,Deterrent penalty.....,
101581373,9762900,Jiang Jialiang Jacky,Mar-02,no wonder these days so many food advertisement of himself,
101581373,9762900,Angela Nat,Mar-02,Wah 53 already! Uncle level leh,
101581373,9762900,Joseph Beckham,Mar-02,They think they r star gov will not charge them hahaha,
101581373,9762900,Angela Nat,Mar-02,"The rest fined 300 only, so cheap skat!",
101581373,9762900,Raoul Khan,Mar-02,"The power of Social media, get alot of people in trouble.",
101581373,9762900,Jon,Mar-02,Terence Cao cb (cuicuit breaker),
101581373,9762900,EG Koh,Mar-02,"He shld sack fr. Mediacorp , law must be fair.",
101581373,9762900,Iman Arissa,Mar-02,His mee siam can help to pay for the fine.. ,
101581373,9762900,Rayner Lim,Mar-02,Did the court also charge him for selling overpriced mee siam?,
101581373,9762900,Jing Kok Teo,Mar-02,Free publicity for his mee siam,
101581373,9762900,Zheng Shujuan,Mar-02,this one.. i think fine only,
101581373,9762900,Eric Leau,Mar-02,"Later April 27th appeal fail, sibei shiokðŸ‘",
101581373,9762900,Richard Ang,Mar-02,This is no red carpet walk!,
101581373,9762900,Daniel JC Oyang,Mar-02,whatever fines he get it be payoff by those mee siam,
101581373,9762900,John Ah Tong,Mar-02,Who so ever they are just apply our laws on them.,
101581373,9762900,Desmond Hardy,Mar-02,"good thing do not spread, but bad news spread like wild fire.",
101581373,9762900,AmeShinra Steve Shin,Mar-02,Finally justice served?,
101581373,9762900,Denis Koh,Mar-02,Just a few servings of mee siam. No worries,
101581373,9762900,Henry Sim,Mar-02,"""è“å¤©ï¼Œå¥½å¥½ç…§é¡¾ Hong Xi"" ðŸ˜‚ðŸ¤£ðŸ˜‚",
101581373,9762900,Erwan Muhamad,Mar-02,wow i thought he is a lawyer hahaha the way he dress man in black,
101581373,9762900,Wang Wang Xian Bei,Mar-02,$300 for the rest ðŸ˜…,
101581373,9762900,Lao Hu,Mar-02,Sure got ge long one la,
101581373,9762900,Elissa Tan,Mar-02,Who posted the pic? ðŸ˜† ,
101581373,9762900,David Lee,Mar-02,Letâ€™s see whatâ€™s the outcome!,
101581373,9762900,å¹³å¸¸å¿ƒ,Mar-02,He inviting peepur to taste test his mee siam mai hiam. Hehe,
101581373,9762900,Jasmine YC Tan,Mar-02,Wear until like that ... ðŸ˜‚,
101581373,9762900,Mark Lim,Mar-02,Fine ok liao. Learn from Mistakes,
101581373,9762900,Ong Wei Zhen,Mar-02,They discussing over the 100 years old mee Siam recipe la,
101581373,9762900,Eva Eva,Mar-02,party ðŸ¥³ pa more bro..,
101581373,9762900,Zhameer Shah,Mar-02,"It is a gamble. Few get caught, most get away.",
101581373,9762900,Aida Latif,Mar-02,This guy never aged..,
101581373,9762900,Ken Hon,Mar-02,Ah Cao and Ah Cai was there too!,
101581373,9762900,Top FanJaa Yee,Mar-02,this time really sibayshiok,
101581373,9762900,Joe Tan,Mar-03,What a shame! Dame it! YOU ARE A DISGRACE TO MEDIACORP!!!have you NOT EVER THOUGHT OF THE SAFETY n LIFE OF OUR FELLOW CITIZENS! YOU SHOULD BE OUSTED!!!! AND THE REST WHO ATTENDED!!! Dammed ,
101581373,9762900,é»„å† é›„,Mar-02,"Moral of the story.. want to break the law, dont post on social media",
101581373,9762900,Ah Wong San,Mar-02,Neighbour bao toe ...,
101581373,9762900,Paul Benedict,Mar-02,Mai Ceng Cao,
101581373,9762900,Max Ho Ho,Mar-02,Relac la.. have a bowl of mee siam,
101581373,9762900,Kobe Jordan,Mar-02,"Bodaiji one...you see, wear like collect top 10 male artist awards",
101581373,9762900,Yusof Abdullah,Mar-02,No worries... charge will reduce...,
101581373,9762900,Elson Cong,Mar-02,Wow handsome worh ! Must be the meesiam !,
101581373,9762900,Shane Pan,Mar-02,Money will do the talking....,
101581373,9762900,Sheila Nishad,Mar-04,Take more photos laa,
101581373,9762900,Kami Junjung Untukmu,Mar-02,Wow..the tauke comes..,
101581373,9762900,Kit Ye,Mar-02,More than double the limit.. Must jail all of them.. ðŸ¤¦ðŸ»â€â™‚ï¸ðŸ¤”,
101581373,9762900,Tay Yong Jie Gin,Mar-02,Another joke fine for sure  As if they gonna give a fk about this stupid law ðŸ¤£,
101581373,9762900,Marvin Somchai,Mar-02,Must be the neighbors complaint lah ðŸ˜‚,
101581373,9762900,Lim Gek Piaw,Mar-02,åº”è¯¥ç½šæ¬¾å’Œåº§ç‰¢ã€‚å› ä¸ºæ˜ŽçŸ¥æ•…çŠ¯ï¼Œè€Œä¸”åˆä¸èªé”™ã€‚è‡ªä»¥ä¸ºæ˜Žæ°”å¾ˆå¤§,
101581373,9762900,Jeremy Lee,Mar-03,Just pay b go off. The End,
101581373,9762900,Lim Chin Siong,Mar-02,Shake head?,
101581373,9762900,Jason Ang,Mar-02,"Kena sabo by his guests who post the pic, whoever did it pl ask to pay the fine for u.ðŸ¤£",
101581373,9762900,Li NatAnn,Mar-02,"Hmmm I don't want to say ppl stupid lah....I myself will be scared to even break the rules even though I'm nobody,  let alone post it online. Just wondering,  they can hide personal life and secrets (I'm sure they have many being ppl of more power), dont understand how they can overlook this.",
101581373,9762900,Thomas Lee,Mar-02,Take and post wefie some more. They are either very stupid or think they are above the law. ,
101581373,9762900,Chris Chen,Mar-02,Posting your crime online for all to see. Very smart.,
101581373,9762900,Frederick Wong,Mar-02,Aiyo actors actors actors use ur brain la everything post ok internet now Ho seh Liao la kena fine .dumb af ,
101581373,9762900,Singapore Libertarians,Mar-02,"Singapore government doesn't want you to be happy.  They will not hesitate to hunt down every single person who is having fun (e.g. birthday party, religious gathering, new year party) and will issue fines to them (interpret: steal the citizens' money, or threaten to throw them in a cage), all because of a virus with a 99.95% survival rate.  They would rather destroy your jobs, your community, your family, your happiness, instead of admitting that they overreacted to this virus.  And there are many ""useful idiots"" on this platform who will blindly defend the government by saying ""It'S FoR oUr sAFeTy"" without considering the bad-side-effects of such policies. ",
101581373,9762900,Lawrence Ku,Mar-02,"Relax. They are celebrities, the law cannot touch them. At the most they will just get a gentle slap on the wrist and a ""don't do it again"" warning.",
101581373,9762900,Hiruan Mansor,Mar-02,Give chance lah. They had a meeting to strategise on the marketing of their $18 mee siam.,
101581373,9762900,StArfox Fuh,Mar-02,Wonder how many sets of mee xiam to be sold just to cover the fine?ðŸ¤”ðŸ¤”ðŸ¤”,
101581373,9762900,Terence Jin,Mar-02,Guests were there to try out his mee siam?   https://mothership.sg/2021/02/celebrity-mee-siam/,
101581373,9762900,×“× ×™××œ ×¤×™×˜×¨,Mar-02,"you've broken the law, wearing a suit to court does it count ðŸ¤” .. you guilty mah ...it wont change the anything ðŸ˜",
101581373,9762900,Terence Yong,Mar-03,Is he going to introduce the 100year old mee siam recipe to the inmates?,
