,Unnamed: 0,name,comment,processed_comment
31,0,sheearam,chile lemme let the kiasu sgporeans get it first 🖤🖤🖤🖤,"['chile', 'lem', 'let', 'kiasu', 'sgporean', 'get', 'first']"
32,1,"mothershipsg
Verified",Verified,['verifi']
33,2,nainzulk,New normal,"['new', 'normal']"
34,3,black_trading_investment_,"I’m so excited when I opened my wallet and I saw my payment of $25,000 what a boost! You are the type of manager I have always wanted.Thanks so much for the payment @jackson_trading_investment","['excit', 'open', 'wallet', 'saw', 'payment', 'boost', 'type', 'manag', 'alway', 'much', 'payment']"
35,4,solo._.leveling,The first question is stupid its a vaccine do u know how vaccine works,"['first', 'question', 'stupid', 'vaccin', 'u', 'know', 'vaccin', 'work']"
36,5,re._sko,lol the gummy bears i ate when i was young gave all my cells a gun to fight against it,"['lol', 'gummi', 'bear', 'ate', 'young', 'gave', 'cell', 'gun', 'fight']"
37,6,jonabestxo,"Dun understand the Govt obsession w this clown. He was the one who said not so serious, no need to wear mask at the start of the pandemic.. asspert indeed","['dun', 'understand', 'govt', 'obsess', 'w', 'clown', 'one', 'said', 'seriou', 'need', 'wear', 'mask', 'start', 'pandem', 'asspert', 'inde']"
38,7,shainakalzx._,He sound like bruce lee,"['sound', 'like', 'bruce', 'lee']"
39,8,mochil0ko,But like “The Flu” has been with us forever but now its just mostly forgotten sometimes i think Covid isn’t that deadly like the flu has always been on earth but no body cares that much anymore and yet we call that our normal lives just my opinion,"['like', 'flu', 'us', 'forev', 'mostli', 'forgotten', 'sometim', 'think', 'covid', 'deadli', 'like', 'flu', 'alway', 'earth', 'bodi', 'care', 'much', 'anymor', 'yet', 'call', 'normal', 'live', 'opinion']"
40,9,_mariellla_,@sheyshess,[]
41,10,_jasm.inn_,wahlao,['wahlao']
42,0,weimeikitchen,tyvm :/,['tyvm']
43,1,limkokwahjoseph,So what is the point of vaccine if you still need to practice social distancing and wearing a mask after being vaccinated?,"['point', 'vaccin', 'still', 'need', 'practic', 'social', 'distanc', 'wear', 'mask', 'vaccin']"
44,2,redbluegreencorgi,Tbh mask looks cool,"['tbh', 'mask', 'look', 'cool']"
45,3,redbluegreencorgi,I dont mean the ones from govt,"['dont', 'mean', 'one', 'govt']"
46,4,ryandimples,We deserve this!,['deserv']
47,5,spaceman_cannot_fall,Bruh what's the point of getting vaccine even tho your not infected??? I rather stick to the damn mask instead. Plus let those who get infected get injected first not us.,"['bruh', 'point', 'get', 'vaccin', 'even', 'tho', 'infect', 'rather', 'stick', 'damn', 'mask', 'instead', 'plu', 'let', 'get', 'infect', 'get', 'inject', 'first', 'us']"
48,6,faharis_ariffin,@shx.ruk,[]
49,7,depressed_morgz,Tf??????,['tf']
50,8,octifi_lifestyle,Agree!,['agre']
51,9,_shiyyuuu_,i don't mind masks though... they cover my insecurities lmao,"['mind', 'mask', 'though', 'cover', 'insecur', 'lmao']"
52,10,dylonko,tf obviously right,"['tf', 'obvious', 'right']"
53,11,ceoofidek_,well aint that just great,"['well', 'aint', 'great']"
54,12,nyiyanmoehtet,"Okay, but for how long? I'm guessing until 7th or 14th of April 2021 because our Circuit Breaker started on 7th of April 2020 and mask-wearing became a must on 14th of April 2020.","['okay', 'long', 'guess', 'april', 'circuit', 'breaker', 'start', 'april', 'becam', 'must', 'april']"
55,13,nzdaqm,I can hide my identity with masks🤘🥸,"['hide', 'ident']"
56,0,wchongwengheng,"Vaccine to vulnerable and old.seniord suffering from high blood pressure, hypertention and heart disesae., should have priority for vaccine, with medical.report as proof.👴👵","['vaccin', 'vulner', 'suffer', 'high', 'blood', 'pressur', 'hypertent', 'heart', 'prioriti', 'vaccin', 'proof']"
57,1,pr_brown,It’s like TT app not compulsory 😅then turned to be compulsory 😂,"['like', 'tt', 'app', 'compulsori', 'turn', 'compulsori']"
58,2,friends_arefor_fools,YESSSS OMG UESSSSS,"['yessss', 'omg', 'uesssss']"
59,3,solufit,VACINES ARE NOT MANDATORY IF YOU PLAN TO STAY HOME FOR EVER. THE TRACKING APP YOU WILL HAVE TO PUT IN IF YOUVE TAKEN THE VACINE OR NOT..BASED ON YOUR ANSWER YOU WILL BE DENIED ENTRY TO MANDATORY VAC VENUES...JUST MY THOUGHT,"['vacin', 'mandatori', 'plan', 'stay', 'home', 'ever', 'track', 'app', 'put', 'youv', 'taken', 'vacin', 'base', 'answer', 'deni', 'entri', 'mandatori', 'vac', 'venu', 'thought']"
60,4,tomhan55,"Free must take la, we Singaporean le!😂","['free', 'must', 'take', 'la', 'singaporean', 'le']"
61,5,tomhan55,"Free must take la, we Singaporean le!😂","['free', 'must', 'take', 'la', 'singaporean', 'le']"
62,6,tomhan55,"Free must take la, we Singaporean le!😂","['free', 'must', 'take', 'la', 'singaporean', 'le']"
63,7,tomhan55,"Free must take la, we Singaporean le!😂","['free', 'must', 'take', 'la', 'singaporean', 'le']"
64,8,tactiyon,@anny_singapore uhh no? It's compulsory for certain vaccination for children upon birth,"['uhh', 'compulsori', 'certain', 'vaccin', 'children', 'upon', 'birth']"
65,9,aggie3535,👍👍👍,[]
66,10,alindemato,@husseindianah @adahyo67 @olyfranko_hazel,[]
67,11,jeryl_dinero,Why didn't they wear their mask?🤨,"['wear', 'mask']"
68,0,_malaysian_kia_,Respect to all healthcare workers 🙌🏻❤️,"['respect', 'healthcar', 'worker']"
69,1,depressionw4orld,Idk but this look wrong,"['idk', 'look', 'wrong']"
70,2,hengliann,This vaccine from where 🤔??,['vaccin']
71,3,fai_bugatti09,why our PM or MPs do not get the vaccine first as a role model for Singaporeans? 🤦‍♂️,"['pm', 'mp', 'get', 'vaccin', 'first', 'role', 'model', 'singaporean']"
72,4,zipppyzappyy,I hope its 💯 percent safe for all of us. Maybe I can be the first person to be vaccinated ☺️☺️,"['hope', 'percent', 'safe', 'us', 'mayb', 'first', 'person', 'vaccin']"
73,5,pracheta.speaks,Awesome singapore ...keep it up ...m proud of u,"['awesom', 'singapor', 'keep', 'proud', 'u']"
74,6,john_blaze12,Ppkp,['ppkp']
75,7,uyiey_,🤲🏻🤲🏻🤲🏻🤲🏻👍🏻👍🏻👍🏻👍🏻,[]
76,8,dezurae,atb and praying for the least side effects possible,"['atb', 'pray', 'least', 'side', 'effect', 'possibl']"
77,9,mdfxhmi19_,I want a vaccines fr some crazy ppls HAHAHA,"['want', 'vaccin', 'fr', 'crazi', 'ppl', 'hahaha']"
78,10,armaansinghthedogg,Zombie side effect,"['zombi', 'side', 'effect']"
79,11,mochil0ko,Theirs gonna be side effect :/ YA SISS IM GOING TO THE NORTH POLE SEE YA-,"['gon', 'na', 'side', 'effect', 'ya', 'siss', 'im', 'go', 'north', 'pole', 'see']"
80,12,mochil0ko,For some reason i feel like we will turn in to trash humans,"['reason', 'feel', 'like', 'turn', 'trash', 'human']"
81,13,oliverlecartier,Is it even officially safe. If its not i have the rights to reject taking the vaccine,"['even', 'offici', 'safe', 'right', 'reject', 'take', 'vaccin']"
82,14,elainenying,i lwkey afraid of needles so i go last,"['lwkey', 'afraid', 'needl', 'go', 'last']"
83,15,the_annoying_geese,but i heard a lot if docs refused to as they are unsure of the side effects,"['heard', 'lot', 'doc', 'refus', 'unsur', 'side', 'effect']"
84,16,nr1mnr,🎉,[]
85,17,ttthinkforself,"Free vaccine and or your favorite politician ‘taking it’ live on the news channel isn’t a good enough reason......... Wish people knew the kind of heavy metal, and high toxicity ingredients in each vial as preservatives. Including aborted fetus cells. Please do a bit more research on actual findings & studies (in your uni’s database if possible)","['free', 'vaccin', 'favorit', 'politician', 'take', 'live', 'news', 'channel', 'good', 'enough', 'reason', 'wish', 'peopl', 'knew', 'kind', 'heavi', 'metal', 'high', 'toxic', 'ingredi', 'vial', 'preserv', 'includ', 'abort', 'fetu', 'cell', 'pleas', 'bit', 'research', 'actual', 'find', 'studi', 'uni', 'databas', 'possibl']"
86,18,octifi_lifestyle,GREAT!,['great']
87,0,el04n,SHITS SHITS SHITS,"['shit', 'shit', 'shit']"
88,1,xniq._,zombie😰😰😰,['zombi']
89,2,klingklongbell,I will wait 2-3 month then take vaccine,"['wait', 'month', 'take', 'vaccin']"
90,3,roshneess,@lokeshanand that caption though 🤣🤣🤣🤣,"['caption', 'though']"
91,4,ong815,🙏🙏🙏thank,['thank']
92,5,haridesuuu,but i still want HBl:(,"['still', 'want', 'hbl']"
93,6,nomadicmons,I thought they needed temperature below - 70 degrees 🤔,"['thought', 'need', 'temperatur', 'degre']"
94,7,narrativescomealive,No thanks is what I hear reverberating,"['thank', 'hear', 'reverber']"
95,8,_solehan_,"Train to Bishan incoming,all becoming zombies soon","['train', 'bishan', 'incom', 'becom', 'zombi', 'soon']"
96,9,1.aloyng,Bo tah bo lampa,"['bo', 'tah', 'bo', 'lampa']"
97,10,typically_jj,Why is the plane laughing,"['plane', 'laugh']"
98,11,melvyn_de_bruyne,Hopefully it doesn’t turn us into zombies 😂💀,"['hope', 'turn', 'us', 'zombi']"
99,12,taefoams,The shots live a btr live than me at least can take SIA to sg,"['shot', 'live', 'btr', 'live', 'least', 'take', 'sia', 'sg']"
100,13,lauk.lemak.ketam,No,[]
101,14,mummy_bev,❤,[]
102,15,thedharmachakra,Oh no,['oh']
103,16,cc.aleb_,It looks like pubg care package,"['look', 'like', 'pubg', 'care', 'packag']"
104,17,hi_dipsss,Wewww,['wewww']
105,18,avalynn_insertnumber,*shots fired*,"['shot', 'fire']"
106,19,_kamshxt_,First batch of new virus also come,"['first', 'batch', 'new', 'viru', 'also', 'come']"
107,20,lobstershacksg,💪🏻💪🏻💪🏻💪🏻💪🏻,[]
108,21,_hougang_mrt,LAI LSI BO TAH BO LANPA,"['lai', 'lsi', 'bo', 'tah', 'bo', 'lanpa']"
109,22,nikolasgunadii,That plane is laughing,"['plane', 'laugh']"
110,23,afham_yusof,How do we know it's not zeke spine fluid?,"['know', 'zeke', 'spine', 'fluid']"
111,0,soon_austin_,C,['c']
112,1,ttthinkforself,"By talking about Bell’s palsy like it’s a mosquito bite, you are disregarding that it’s a neurological reaction. It’s literally damaged nerves... and we’re suppose to be okay with that why? By doing this you are hurting the wrong people AND protecting the wrong people. Joking about it like that & referencing our tendency as a nation to line up for things like hello kitty is an insult to our intelligence. I hope anyone reading this can see a hidden agenda underneath all this. wouldn’t be afraid of inflation at this point. Compliance is the new currency anyway 🥱","['talk', 'bell', 'palsi', 'like', 'mosquito', 'bite', 'disregard', 'neurolog', 'reaction', 'liter', 'damag', 'nerv', 'suppos', 'okay', 'hurt', 'wrong', 'peopl', 'protect', 'wrong', 'peopl', 'joke', 'like', 'referenc', 'tendenc', 'nation', 'line', 'thing', 'like', 'hello', 'kitti', 'insult', 'intellig', 'hope', 'anyon', 'read', 'see', 'hidden', 'agenda', 'underneath', 'afraid', 'inflat', 'point', 'complianc', 'new', 'currenc', 'anyway']"
113,2,ttthinkforself,"Clown society. No one desires to think for themselves anymore, or help themselves overcome the things in their lives (smoking, drinking, eating tons of refined sugar, sitting in front of 2 monitors 5 days a week) An element of our immunity now is a cloth diaper on our face. And now this doctor & follows a script to fit a propaganda instead of HELP lives. Clearly sold to big pharma so please don’t call this healthcare, this is medicine care","['clown', 'societi', 'one', 'desir', 'think', 'anymor', 'help', 'overcom', 'thing', 'live', 'smoke', 'drink', 'eat', 'ton', 'refin', 'sugar', 'sit', 'front', 'monitor', 'day', 'week', 'element', 'immun', 'cloth', 'diaper', 'face', 'doctor', 'follow', 'script', 'fit', 'propaganda', 'instead', 'help', 'live', 'clearli', 'sold', 'big', 'pharma', 'pleas', 'call', 'healthcar', 'medicin', 'care']"
114,3,jeannyc2020,"Research on Why dengue vaccine never succeeded? Knowing the reasons, make me think thrice","['research', 'dengu', 'vaccin', 'never', 'succeed', 'know', 'reason', 'make', 'think', 'thrice']"
115,4,parrypanpan2019,most of the people I know also do not want to take the vaccine.,"['peopl', 'know', 'also', 'want', 'take', 'vaccin']"
116,5,lserachel1234,"Even after vaccinated, I think I would continue wearing mask in a crowded place. I have heard that clinics see less cases of people with flu, sore throat, cough sickness. Some of their medicine have expired due to unforeseen Covid-19.","['even', 'vaccin', 'think', 'would', 'continu', 'wear', 'mask', 'crowd', 'place', 'heard', 'clinic', 'see', 'less', 'case', 'peopl', 'flu', 'sore', 'throat', 'cough', 'sick', 'medicin', 'expir', 'due', 'unforeseen']"
117,6,little_piano,@syliou522 you maybe can’t vaccinated,"['mayb', 'vaccin']"
118,7,jvshuax.jpeg,"""of course not. don't be silly""😩😩","['cours', 'silli']"
119,8,jvshuax.jpeg,"""of course not. don't be silly""😩😩","['cours', 'silli']"
120,9,makemexml,da fiq with the intro😂😂😂😂😂,"['da', 'fiq', 'intro']"
121,10,jayleentoes,of ❤️ course 💀 not 👍 dont 🥲 be 🖐 silly 🤩,"['cours', 'dont', 'silli']"
122,11,sethjlcm,Best edits,"['best', 'edit']"
123,0,alvin.hzx,10 million X cost of two doses of covid-19 vaccine = $?,"['million', 'x', 'cost', 'two', 'dose', 'vaccin']"
124,1,alvin.hzx,10 million X cost of two doses of covid-19 vaccine = $?,"['million', 'x', 'cost', 'two', 'dose', 'vaccin']"
125,2,strawbtart_,FREE???? FREE? GODDAYUM👴🏻,"['free', 'free', 'goddayum']"
126,3,remyjuraime,Yeah we r lucky but Go n research about the vaccine its scary tho..,"['yeah', 'r', 'lucki', 'go', 'n', 'research', 'vaccin', 'scari', 'tho']"
127,4,zhangdongshizhang,❤❤❤❤❤❤,[]
128,5,illias,@taiki_kagamine @superbirdd 🙌,[]
129,6,mizshawanie,@mr_kurangcerah,[]
130,7,likokheh,blue shirt? must be a bad day,"['blue', 'shirt', 'must', 'bad', 'day']"
131,8,chiken_c,@henrysauerbier,[]
132,9,pracheta.speaks,Other countries sud learn from Singapore,"['countri', 'sud', 'learn', 'singapor']"
133,10,conichewa,Thanks grateful 🙏,"['thank', 'grate']"
134,11,obliviousaesthetic,Wait. I don't want to be a Guinea pig @tarawurld,"['wait', 'want', 'guinea', 'pig']"
135,0,s00kfang,♥️,[]
136,1,"mothershipsg
Verified",Verified,['verifi']
137,2,elshavn_bonnieneo,"Tanjong Pagar and Teck Ghee: one father, one son","['tanjong', 'pagar', 'teck', 'ghee', 'one', 'father', 'one', 'son']"
138,3,pe1sichen,Great initiative! Already Enrolled my mom for vaccine tomorrow.,"['great', 'initi', 'alreadi', 'enrol', 'mom', 'vaccin', 'tomorrow']"
139,4,decentraleo.crypto,Wow,['wow']
140,5,lowchuihong,👍❤️🇸🇬🙏,[]
141,6,octifi_lifestyle,😊👍,[]
142,7,ssiva_universe,🌳🌹🌺✍✍🏡🏠🌅🚘🛫💙💘🎂🍨🥂🍻☕💄👏❤️🌳🌹🌺✍🏡🏠🌅🚘🛫💙💘🎂🍨🥂👽☕💄👏❤️🌳🌹🌺✍🏡🏠🌅🚘🛫💙💘💙💘💙💘💙💘💙💘💙💘💙💘💙💘💙💘💙💘💙💘💙💙💙,[]
